MANHATTAN: 0.76, 0.83, 0.83, 0.83, 0.84, 0.85, 0.87, 
STATEN ISLAND: 0.63, 0.64, 0.62, 0.64, 0.65, 0.66, 0.7, 
QUEENS: 0.44, 0.51, 0.53, 0.54, 0.55, 0.56, 0.57, 
BRONX: 0.54, 0.6, 0.62, 0.63, 0.63, 0.65, 0.69, 
BROOKLYN: 0.55, 0.64, 0.66, 0.67, 0.68, 0.7, 0.72, 
