MANHATTAN: 1.91, 2.76, 2.87, 2.33, 1.86, 2.1, 2.72, 
STATEN ISLAND: 1.04, 1.17, 1.15, 1.21, 1.23, 1.34, 1.71, 
QUEENS: 0.8, 1.12, 1.21, 1.2, 1.16, 1.26, 1.58, 
BRONX: 1.35, 1.85, 1.74, 1.51, 1.26, 1.42, 1.87, 
BROOKLYN: 1.1, 1.51, 1.61, 1.49, 1.39, 1.57, 2.01, 
