MANHATTAN: 0.9, 1.02, 1.02, 1.04, 1.06, 1.08, 1.08, 
STATEN ISLAND: 0.64, 0.67, 0.65, 0.68, 0.72, 0.73, 0.78, 
QUEENS: 0.54, 0.68, 0.71, 0.73, 0.76, 0.79, 0.8, 
BRONX: 0.65, 0.79, 0.82, 0.84, 0.84, 0.88, 0.87, 
BROOKLYN: 0.65, 0.79, 0.86, 0.89, 0.92, 0.95, 0.98, 
