Predicted1,Real1,Predicted7,Real7
15.900246271251751,14.0,15.867139905176515,9.0
5.2304397568231344,3.0,16.47137437752767,5.0
4.649666302788118,3.0,6.115546995401258,2.0
19.096692300194434,21.0,6.221425524667168,2.0
22.08203684522354,40.0,20.415824919629134,2.0
21.662548454619934,14.0,27.619752489511885,16.0
16.329961152774157,9.0,17.423497320805975,18.0
14.705198547087457,5.0,12.807704683051753,11.0
2.8788965468140284,2.0,10.768546804197525,6.0
4.359708209864244,2.0,5.290626149109058,2.0
18.314218676351164,2.0,5.7012146402611465,3.0
19.188052244688524,16.0,12.658391572677857,9.0
11.664844102175598,18.0,22.50748494241189,10.0
11.772759742775358,11.0,15.878993702231497,8.0
10.260486116752446,6.0,9.71933043458152,24.0
3.7760693010961504,2.0,6.243238971347933,11.0
2.1190445800478517,3.0,5.383775763687943,3.0
10.505404194809621,9.0,5.921010930081245,3.0
20.90883711780407,10.0,8.54698780458596,18.0
12.524355339102016,8.0,10.841610691745117,23.0
7.15126440631722,24.0,10.840704650913958,15.0
11.270590042175224,11.0,13.750027875945216,10.0
5.984865344500631,3.0,7.953106230006206,7.0
3.772985749158783,3.0,2.977370273873385,3.0
5.534671708451295,18.0,4.454684217552185,3.0
14.609658967418591,23.0,12.387971387134053,23.5
17.345212930112883,15.0,13.598780119092917,22.0
16.57529579231449,10.0,10.413533844687459,22.0
7.742743370026113,7.0,13.250000044411522,14.0
3.0095997191387247,3.0,9.193437408399781,5.0
4.831554281741976,3.0,3.9482222357337142,3.0
11.07331946538713,23.5,3.795520144237455,3.0
16.97179751935813,22.0,16.246260722642376,20.0
13.544242557439267,22.0,18.90671566435743,9.0
17.90292092537492,14.0,16.81318903834128,21.0
11.201011043815727,5.0,11.6488991546015,14.5
4.064966472758209,3.0,6.975358535324452,6.0
5.140325834818362,3.0,4.350902591572626,3.0
15.15164598136313,20.0,5.977838521952189,3.0
20.07853702149529,9.0,17.36401633704765,9.0
12.071166537988747,21.0,14.447829874049567,12.0
13.345304431495046,14.5,16.903034095153497,24.0
8.308743099281026,6.0,13.194150288275798,18.0
4.022673090810511,3.0,6.625241993425118,7.0
5.359742020307504,3.0,4.484804877276289,3.0
14.396721037895682,9.0,7.310212235579802,3.0
12.469104920438605,12.0,12.702268378478005,23.0
16.456862961455375,24.0,11.3667849558226,31.0
16.252165945300508,18.0,17.397196681310195,21.5
8.973325292878243,7.0,13.777488997231197,13.0
4.472203367556329,3.0,7.174732195553795,8.0
5.174658841638632,3.0,4.600248351199917,2.0
10.250928491623702,23.0,6.0039470249922315,4.0
16.133699151190935,31.0,12.57530655850411,11.0
25.19410992695012,21.5,18.311692210541406,13.0
16.756568956036343,13.0,18.287294403739985,10.0
7.987663003497166,8.0,13.559915688695964,23.0
5.3938452755895705,2.0,8.453636808379814,25.0
5.266400114933236,4.0,3.5487648611255125,4.0
12.700222535814722,11.0,4.676031560639363,4.0
16.026116396216583,13.0,14.444781119681563,32.0
15.277346061713109,10.0,19.36846557846462,28.0
10.674849900843137,23.0,14.715381380165388,32.0
12.356996661509825,25.0,14.875921390730761,17.0
10.649066209382696,4.0,14.31185604126978,7.0
5.39167391752035,4.0,5.7327129723969135,7.0
13.71649918021373,32.0,7.497129161624966,5.0
25.26762094355932,28.0,19.907693361782034,45.0
20.85018719017113,32.0,17.726219236797984,47.0
24.81270247639078,17.0,16.193688399615468,38.0
15.740764917396007,7.0,17.241561377461267,86.0
3.1152849303504464,7.0,13.920571162888551,82.0
7.499572395764645,5.0,6.628929075353729,68.5
17.231209118463276,45.0,6.1886937795655825,25.0
27.73650548613389,47.0,27.417788492953587,38.0
27.35917826010726,38.0,31.458992923908983,32.0
26.08050794166307,86.0,29.233145375711896,21.0
42.9045006469594,82.0,40.66524666973396,23.0
37.16438307323958,68.5,37.403343563568654,27.0
37.83115306468681,25.0,29.415214427874023,24.0
40.142956668131404,38.0,19.861901933114684,11.0
39.608771991966464,32.0,35.12030590653641,27.0
35.199829966913875,21.0,33.71803125367315,27.0
40.4034638343288,23.0,25.02537802088789,48.0
31.846848999124422,27.0,39.550552932968664,19.0
21.026628533448587,24.0,46.21473974331585,24.0
12.86108191526994,11.0,40.00565155266417,8.0
28.34536044112694,27.0,25.465396646523214,10.0
30.490503235084336,27.0,33.75000325593163,26.0
25.758453996091045,48.0,33.916304829256646,22.0
50.62513093200175,19.0,39.6106682815387,19.0
42.05567866383878,24.0,29.152487715665785,13.5
35.01833133272004,8.0,28.441228028836292,17.0
14.465954840623368,10.0,19.18963558161249,7.0
24.648474501361147,26.0,14.911816424528132,5.0
28.506820878205758,22.0,22.545667971689756,19.0
26.109251627584595,19.0,23.668358491773017,23.0
17.028761798794235,13.5,27.62479771107462,21.0
18.374162046961086,17.0,19.550664762166168,23.0
15.036876201600663,7.0,19.560864367910863,37.0
10.40332807779531,5.0,10.267507959960419,25.0
17.769647560750116,19.0,11.503597561317287,8.0
21.594852504733538,23.0,21.169573912420393,25.0
25.813524334949886,21.0,23.59586817472359,24.0
18.018534714895534,23.0,17.89712478023327,31.0
20.630936800039265,37.0,17.577277225981394,31.0
17.829139629870895,25.0,22.303967149550356,46.0
16.312861907632605,8.0,15.860260124066832,32.5
19.68781402570662,25.0,9.760576589884849,8.0
23.929325586671037,24.0,19.215421896195405,26.0
20.2137861117354,31.0,21.234925170628568,20.5
24.06838187434023,31.0,20.409261070738115,19.0
28.041881489580035,46.0,22.76648490315218,19.0
24.378077133505258,32.5,32.19691905803724,13.0
16.591857173472622,8.0,24.922583754093907,7.0
19.267852641173903,26.0,12.139355906866575,7.0
25.621444719076624,20.5,22.124903962571413,22.0
22.209746020983733,19.0,22.63614814125269,35.0
24.29981659216745,19.0,21.931760898159073,33.0
31.151435424434386,13.0,24.335565910941483,57.0
17.046316021849254,7.0,26.807518899257264,85.0
5.569212834435835,7.0,18.444757357353367,70.0
17.795314540522526,22.0,12.638013837125492,66.0
21.112764850422014,35.0,21.615607894120444,62.0
25.730371933861942,33.0,26.60281318569291,96.0
27.48833121231232,57.0,25.715408751707702,98.0
40.11844534550021,85.0,33.70557649528584,108.0
44.624506967231696,70.0,40.907959142772704,102.0
36.810616269720306,66.0,31.868808871498217,97.0
46.63099170769889,62.0,31.03933904879895,77.0
45.2362352891015,96.0,36.037459719681934,78.0
56.738952118920764,98.0,50.0008193973297,58.0
66.52388825392777,108.0,50.935041678586266,41.0
74.28955711277554,102.0,61.67760651699396,24.5
61.81822092913353,97.0,71.54197406719226,15.0
59.41591932518685,77.0,68.33279871374059,17.0
60.467373284764086,78.0,60.18058792550645,32.0
72.46276131103161,58.0,61.29324242222848,33.0
61.22441570934975,41.0,66.85031608053505,26.0
62.55512210036656,24.5,65.80137401694242,28.0
60.311276010892584,15.0,65.34058124894244,30.0
48.40569143641104,17.0,59.12489813169905,19.0
40.61781146049628,32.0,56.96660373112159,6.0
46.71106907258479,33.0,56.9653666416073,4.0
50.82137430799423,26.0,60.27765134888323,24.0
45.39642528431074,28.0,52.00251963893672,22.0
46.69453946807935,30.0,46.79881211051292,26.0
46.14549693934671,19.0,39.586647416646834,22.0
42.70869110217085,6.0,29.53195869053012,14.0
36.86247836156654,4.0,22.446195138844562,6.0
33.42889495878763,24.0,25.302875718950446,7.0
31.787491423466207,22.0,29.18939750730188,24.0
27.763561643474745,26.0,23.961222948005897,22.0
24.659552490194915,22.0,23.433706355617534,30.0
15.612896899641418,14.0,23.997418140145516,20.0
11.21095811150015,6.0,18.49612566011387,37.0
15.588129751350953,7.0,11.087511105596265,42.0
21.356592274623655,24.0,10.310973212756126,8.0
22.84178188723928,22.0,20.952159315921403,22.0
23.10828159068605,30.0,21.335838099580872,21.0
25.945933903601794,20.0,24.108326450253784,28.0
16.387631095032855,37.0,19.499748482841785,15.0
17.193732280503742,42.0,20.926489507021994,24.0
22.457221944465687,8.0,20.548707842980377,3.0
20.38252884355271,22.0,11.372925057428702,7.0
23.048519767520105,21.0,19.575527192366867,29.0
23.86212920561408,28.0,22.244524359488036,23.0
23.780298896878502,15.0,22.92710635017404,22.0
21.785509544184468,24.0,15.827082494906199,13.0
20.09053427793108,3.0,24.866480228060055,43.0
3.157241560496652,7.0,20.460964762367848,22.0
15.804322126368808,29.0,12.25772902092566,8.0
25.08539344093005,23.0,22.03829274259741,22.0
23.509588816396256,22.0,22.499676238156667,26.0
17.970327608468413,13.0,22.417707492366205,16.0
