Predicted1,Real1,Predicted7,Real7
86.15483505720205,96.0,96.93117452028974,70.0
120.84442539509841,128.0,102.6848811466976,95.0
147.47041224480154,161.0,131.7694597380821,99.0
138.82899851296466,158.0,150.39030048697924,113.0
129.9584187594544,135.0,142.42748946192378,124.0
107.25756355684541,89.0,118.11166885996454,122.0
89.74493194914639,70.0,94.84343780756944,91.0
100.00611054715296,95.0,76.18424992387422,75.0
130.59315759614452,99.0,95.71763029210672,120.0
132.72462909416427,113.0,120.85149195138841,85.0
117.9066051938088,124.0,128.1050541518952,118.0
107.97212065662308,122.0,135.44107740624216,126.0
91.17924073902121,91.0,124.21192484411681,118.0
80.41439368226429,75.0,99.52425178414063,96.0
91.80413233597608,120.0,84.7949903073247,72.0
