DOHMH: 0.23, 0.27, 0.3, 0.32, 0.33, 0.34, 0.35, 
NYPD: 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 
DSNY: 0.3, 0.34, 0.35, 0.35, 0.36, 0.44, 0.44, 
DEP: 0.46, 0.49, 0.51, 0.55, 0.55, 0.56, 0.56, 
DPR: 1.46, 1.6, 1.36, 1.08, 1.1, 1.18, 1.05, 
DOB: 2.83, 2.46, 2.08, 2.36, 2.48, 2.8, 2.95, 
DOT: 0.58, 0.59, 0.6, 0.7, 0.7, 0.9, 0.88, 
HPD: 0.17, 0.2, 0.21, 0.22, 0.25, 0.34, 0.34, 
