Predicted1,Real1,Predicted7,Real7
10.149747502195014,4.0,8.70012005707976,8.0
8.243200869898475,9.0,9.459624298143153,11.0
9.676848967537532,7.0,7.6812523879908925,1.0
9.811703857674622,5.0,7.285083523566694,6.0
6.696372313766617,6.0,6.540298220972972,1.0
6.422309480472722,34.0,8.426092388747396,8.5
11.325928305402508,8.0,9.877892048702066,11.0
11.460500208967296,11.0,11.017205272445045,17.0
10.60770097881776,1.0,9.33994505000205,17.5
8.125685281369625,6.0,10.569526484054725,25.0
9.951723822064231,1.0,8.495748062151682,9.0
8.630013140575713,8.5,7.224409348656054,10.0
7.341090520800987,11.0,7.472612024877262,6.0
7.335745082283744,17.0,8.923587607273005,5.0
8.384973579004322,17.5,8.523627204923203,8.5
10.874803043702947,25.0,11.375606449233077,15.0
12.71154444559672,9.0,11.201968398172056,3.0
12.19477792452382,10.0,13.167217975555852,11.0
13.231622573335526,6.0,9.670808731558695,17.0
12.775829371910085,5.0,9.945523927934168,26.5
9.636578793255339,8.5,7.275884820383355,12.0
8.239730920336775,15.0,8.327763710428458,9.0
8.619468641504206,3.0,9.423113580630355,10.0
8.005313662407062,11.0,10.112678614880975,2.0
8.006878867736868,17.0,9.829677524237834,8.0
10.676682974350781,26.5,12.43654238853901,12.0
14.079784101088519,12.0,12.861417678318638,10.0
13.632002730035792,9.0,13.35187055318699,23.0
13.619253400235507,10.0,11.210325727069858,9.0
12.993637714578403,2.0,10.450400581677938,22.0
9.885401307726676,8.0,8.001632743831296,15.0
8.80312114646902,12.0,8.553358173307561,17.0
8.308462703474754,10.0,9.581978748988906,9.0
9.182579008657678,23.0,10.80812935948776,14.0
11.488307379224755,9.0,11.09557011026132,7.0
11.453401161755465,22.0,12.576198205085435,4.0
12.881235585884598,15.0,12.456938456950494,10.0
13.511560209179995,17.0,13.548350952196628,11.0
16.0071761260321,9.0,12.635291239177056,7.5
13.794714418008065,14.0,11.144537253039791,3.0
12.75650148660417,7.0,11.162536942030234,3.0
11.521556496319022,4.0,10.471756118803262,2.0
9.192335634427986,10.0,9.492531193591466,16.0
9.042053591899403,11.0,11.424620842433754,10.0
9.786344648542729,7.5,10.860870636914035,10.0
9.729438635953153,3.0,12.27155596668718,1.0
8.735689787957712,3.0,10.02594653491766,17.0
8.709403137724404,2.0,10.593614648053256,19.5
7.084176262665458,16.0,7.9899007767601065,8.0
9.22064341689765,10.0,9.369236544481403,11.0
8.91608234805689,10.0,8.886241830610857,13.0
8.953738193141595,1.0,8.607034431000185,11.0
7.179078255728775,17.0,7.16909961897736,12.0
9.507037034447988,19.5,7.419316075581176,8.0
10.055053293255384,8.0,8.804799480968938,2.0
9.540978482202009,11.0,8.525265547811077,5.0
9.989714404578535,13.0,8.865123066648481,5.5
10.62475717668306,11.0,8.478752133965754,12.0
10.580964484088346,12.0,8.593403038004839,10.0
9.163987237594911,8.0,8.454302379266288,10.5
9.146148015396044,2.0,10.708592302118008,12.0
8.495065299480338,5.0,8.569285765806722,27.0
8.388708821524835,5.5,8.680912193076397,9.5
7.676606917740846,12.0,8.25874532128366,11.0
7.608889652975615,10.0,9.293790781110753,5.0
7.830347385701221,10.5,10.071337010199196,3.0
10.142386995887428,12.0,9.713982304997797,5.0
10.059469284267713,27.0,9.464646273964227,16.0
12.364888143127125,9.5,10.905292125406854,3.0
12.172554525032675,11.0,10.55954485576352,11.0
11.751076040424293,5.0,9.594106106298533,20.0
10.35402414137524,3.0,9.114658930509938,18.5
9.51239730221257,5.0,7.155131720052732,8.0
7.06748704422277,16.0,7.242038990996057,13.0
7.9565843898760775,3.0,9.068918658832926,9.0
7.604651572082307,11.0,9.77864072871489,1.0
7.989686758853941,20.0,9.023453265885575,10.0
10.942035836202955,18.5,11.905752721217786,0.0
12.481573292931484,8.0,11.291740346813555,5.0
11.152548901585073,13.0,11.712266129314648,5.0
12.483551293359332,9.0,10.529395811606495,7.0
12.801548694622687,1.0,10.073049686145689,0.0
8.900981222326063,10.0,7.0105334381557824,3.0
8.42013754666656,0.0,8.427538119090594,2.0
6.434279156479157,5.0,7.7275047818173315,3.0
6.038723475039261,5.0,8.066057986919406,13.0
6.02439382516344,7.0,7.8865737107990626,2.0
7.261372570361835,0.0,8.884259995041992,12.0
4.840095139358001,3.0,7.594050069496828,3.0
5.856572031924515,2.0,7.480493266042013,14.0
6.3828909402373215,3.0,6.250704160518064,8.0
4.954412333781199,13.0,4.8265064089277105,16.5
5.813212888928381,2.0,5.9345747357951675,7.0
5.432731730848449,12.0,4.579740909238052,1.0
5.977309942628136,3.0,5.445289154596028,2.0
5.039410937414729,14.0,4.412560965437582,3.0
7.433018786324637,8.0,5.534665187570578,3.0
6.066930436329436,16.5,5.331765467694311,10.0
8.591465853135258,7.0,6.871229702431841,3.5
8.094293336794507,1.0,6.507626590799949,1.0
6.63820723958359,2.0,5.327958624998474,1.5
5.415373679420799,3.0,5.5700269743933175,5.0
4.8520827264648965,3.0,4.79793956184524,7.0
4.49904061685221,10.0,6.360828544195084,4.0
5.273440193291953,3.5,5.890340322143828,3.0
5.799583193097895,1.0,7.671302215125254,2.5
4.571916655362842,1.5,5.084994898144515,1.0
4.39952089299007,5.0,6.076145419252689,1.0
4.7822349406609765,7.0,5.061021522342524,4.0
5.39090578134,4.0,5.585459782496322,3.0
5.0412753796066765,3.0,4.788335769405563,4.0
5.210771312325712,2.5,4.183337616633034,2.0
3.644627521351241,1.0,3.1811591657051252,3.0
2.9511650572454022,1.0,3.1361494322976635,5.0
2.4670508679662757,4.0,2.7599249294679633,3.0
2.6975997184233784,3.0,3.6183377126388643,0.0
3.201285019109348,4.0,3.229763590042215,3.0
3.5235238080171016,2.0,3.107370188183129,2.0
2.6641358869589244,3.0,3.0143105710978446,3.0
2.669242070137864,5.0,2.9919329214607813,1.0
3.1615618469881546,3.0,3.2934269304001904,0.0
3.5696689907722994,0.0,3.1347531897793472,0.0
2.9290916296055376,3.0,2.5601807649632375,0.0
2.5706467556688737,2.0,2.3504879771081377,0.0
2.54303853870358,3.0,2.3583928743697613,0.0
